@RELATION classifiers/SMV_RBF_new_2
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE class {C:/Users/XPS/Desktop/Clean This/Training Data/sv,C:/Users/XPS/Desktop/Clean This/Training Data/usv,C:/Users/XPS/Desktop/Clean This/Training Data/scratch}

@DATA
0.535629,0.053447,2.910034,0.538212,0.219347,2.192525,0.001846,0.741600,0.570400,0.448800,0.333600,-41.466792,-4.869285,-0.012646,0.318957,-0.040393,0.215156,0.579810,-0.230743,-1.276751,-0.127372,0.492579,-0.443315,-1.238256,0.027222,0.048740,0.396428,0.009005,0.050759,1.003572,0.001846,0.167200,0.028000,0.052000,0.132000,0.165247,0.215330,0.055595,0.036374,0.121935,0.089743,0.076963,0.235735,0.043454,0.151785,0.046892,0.165323,0.130075,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.558447,0.059197,1.896594,0.584791,0.208400,1.684228,0.002148,0.708800,0.656000,0.624800,0.510400,-41.230872,-4.955861,0.123374,0.126899,-0.129408,0.397985,0.171444,-0.453390,-0.492322,-0.095430,0.362121,-0.614183,-1.377067,0.002802,0.046990,0.504619,0.003809,0.038746,0.233063,0.002148,0.033600,0.049600,0.058400,0.027200,0.318654,0.390115,0.090768,0.189713,0.065465,0.026063,0.121145,0.220232,0.092016,0.133740,0.279595,0.089153,0.031803,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.558046,0.072316,2.263222,0.560407,0.191393,1.404691,0.002704,0.624000,0.579200,0.548000,0.523200,-41.360565,-4.645255,0.068982,0.134046,-0.047654,0.142738,0.228975,-0.299991,-0.601361,-0.160433,0.626733,-0.994109,-1.319690,0.004003,0.044487,0.248985,0.012813,0.021766,0.041921,0.002704,0.038400,0.043200,0.055200,0.054400,0.010538,0.039495,0.048731,0.273827,0.333488,0.120292,0.178052,0.180025,0.059160,0.203005,0.211963,0.071698,0.143741,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.536429,0.039097,2.560248,0.543645,0.197145,2.050042,0.002089,0.709600,0.571200,0.509600,0.380000,-42.499994,-4.152082,0.326579,0.296600,-0.005492,0.251556,0.115679,-0.634513,-0.205788,-0.119163,0.047417,-1.031907,-0.948765,0.026421,0.035897,0.140217,0.023384,0.051660,0.578201,0.002089,0.138400,0.064000,0.031200,0.066400,0.162565,0.023416,0.300169,0.313275,0.108475,0.416637,0.164410,0.260842,0.206898,0.264874,0.357479,0.036560,0.253298,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.542434,0.050031,2.668153,0.533802,0.198688,1.898121,0.003100,0.603200,0.511200,0.448000,0.431200,-41.622047,-4.677986,0.315678,0.086962,-0.263605,0.158866,0.379164,-0.268724,-0.745788,0.013495,0.388380,-0.539074,-1.472529,0.065252,0.010756,0.398089,0.044296,0.004882,0.245463,0.003100,0.099200,0.122400,0.068800,0.063200,0.002107,0.019458,0.070580,0.113520,0.028192,0.012089,0.095321,0.026598,0.150954,0.198838,0.183951,0.142917,0.037673,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.516013,0.123769,3.174163,0.535072,0.208955,1.097239,0.010413,0.531600,0.517200,0.512000,0.504000,-41.063659,-4.961522,0.283749,0.108128,-0.081888,0.246722,0.319204,-0.474667,-0.615429,-0.109643,0.341266,-0.755112,-1.325238,0.003603,0.033473,0.023786,0.002018,0.007895,0.165220,0.003163,0.007600,0.003600,0.004800,0.004800,0.067527,0.043709,0.143825,0.017123,0.011637,0.139243,0.172527,0.043104,0.170273,0.072142,0.042228,0.043085,0.032651,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.551841,0.108414,2.878229,0.547943,0.210078,0.869539,0.008495,0.568000,0.552400,0.544800,0.540800,-41.237671,-4.872633,0.242612,-0.181030,-0.032799,0.316737,0.436657,-0.422837,-0.707980,-0.387300,0.726733,-0.439899,-1.634053,0.003803,0.012343,0.254602,0.000323,0.006560,0.165684,0.002272,0.003200,0.006800,0.008800,0.008800,0.003967,0.050984,0.021037,0.070858,0.156024,0.148563,0.008742,0.026758,0.046332,0.016832,0.058876,0.061938,0.001427,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.581865,0.067630,2.681538,0.567907,0.186889,1.330302,0.007145,0.641600,0.578000,0.562400,0.524000,-41.878015,-4.462190,0.080562,0.181516,-0.188256,0.354869,0.188370,-0.364313,-0.649642,0.064962,0.380295,-0.883730,-1.098666,0.028223,0.014376,0.090959,0.010882,0.018873,0.077547,0.001773,0.035200,0.046800,0.047200,0.019200,0.083878,0.024172,0.128789,0.145294,0.052398,0.004695,0.045432,0.011213,0.047474,0.057313,0.027118,0.071523,0.033875,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.528022,0.048727,1.662223,0.523628,0.193965,1.345648,0.003007,0.577600,0.531200,0.516000,0.475200,-41.022218,-4.998718,-0.306165,0.193496,-0.233599,0.348117,0.438989,-0.674146,-0.403720,0.073342,0.321050,-0.298043,-1.401597,0.034828,0.031763,0.336426,0.020958,0.031301,0.071216,0.003007,0.040000,0.035200,0.042400,0.052800,0.027171,0.140368,0.259634,0.087044,0.114130,0.278555,0.187498,0.002746,0.018435,0.037490,0.208831,0.008249,0.005663,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.538030,0.041587,2.692275,0.537353,0.203308,2.075438,0.002256,0.688000,0.559200,0.521600,0.376800,-41.988324,-4.641448,0.397969,0.140076,-0.088409,0.382445,-0.214018,-0.090492,-0.556823,0.060385,0.102662,-0.619840,-1.427908,0.044836,0.033889,0.137857,0.027228,0.038175,0.568203,0.002256,0.142400,0.060000,0.051200,0.036000,0.091446,0.217926,0.129887,0.097308,0.105617,0.169866,0.062105,0.136190,0.000763,0.215967,0.033053,0.208555,0.285437,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.526421,0.067887,2.369121,0.532009,0.211711,1.640589,0.002123,0.612000,0.533600,0.505600,0.462400,-40.940369,-5.184152,0.283206,-0.009410,-0.290681,0.431982,0.252351,-0.471278,-0.473760,-0.121129,0.572667,-0.667717,-1.472556,0.034027,0.020978,0.424115,0.014892,0.020596,0.276098,0.002123,0.050400,0.036000,0.052800,0.068800,0.189706,0.196460,0.049657,0.178740,0.279305,0.209551,0.177049,0.286481,0.142658,0.292824,0.026901,0.024115,0.417463,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.508407,0.065110,2.546343,0.516349,0.210881,1.539100,0.002300,0.585600,0.524000,0.507200,0.437600,-40.792199,-5.125473,0.097306,0.046230,0.221867,-0.010285,0.367848,-0.121449,-0.955171,-0.345248,0.752312,-0.635663,-1.623377,0.038431,0.030545,0.316874,0.016122,0.020524,0.094094,0.002300,0.054400,0.021600,0.028800,0.002400,0.134943,0.074936,0.114727,0.181224,0.118943,0.090704,0.120410,0.009832,0.096191,0.197305,0.068710,0.058191,0.104426,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.552042,0.062130,1.826724,0.540352,0.224901,0.912141,0.003502,0.561600,0.535200,0.532000,0.527200,-41.127575,-4.933543,0.127857,0.042484,0.194674,-0.037875,0.393649,-0.176114,-1.011156,0.019753,0.549227,-0.899570,-1.194732,0.010809,0.016314,0.326131,0.001695,0.005905,0.233679,0.003502,0.012800,0.005600,0.007200,0.005600,0.032223,0.114147,0.167608,0.197712,0.115386,0.058583,0.119518,0.070710,0.162693,0.091101,0.046785,0.099681,0.210973,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.556045,0.055181,2.101497,0.544920,0.197840,1.401952,0.002998,0.604000,0.548800,0.534400,0.516000,-41.171274,-4.879816,0.147702,0.222561,-0.311608,0.337762,0.295142,-0.397999,-0.690799,0.064382,0.352342,-0.720464,-1.370994,0.022018,0.019469,0.041912,0.014305,0.015224,0.201396,0.002998,0.052000,0.033600,0.035200,0.036000,0.245364,0.095546,0.172550,0.250573,0.071646,0.182644,0.251771,0.073915,0.138817,0.140487,0.039335,0.074519,0.069281,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.529624,0.132959,2.845983,0.529131,0.201062,1.512915,0.003328,0.590400,0.540800,0.523200,0.477600,-40.670344,-5.095851,-0.044822,0.286379,0.052882,0.090732,0.417172,-0.437305,-0.879930,0.161708,0.267690,-0.841149,-1.369254,0.033227,0.080586,0.398376,0.014496,0.032198,0.226166,0.003328,0.041600,0.036800,0.046400,0.018400,0.179350,0.153724,0.102040,0.107707,0.047138,0.047937,0.085544,0.015806,0.123617,0.042072,0.129056,0.209567,0.153247,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.540432,0.114661,3.160047,0.534609,0.207727,1.427449,0.003795,0.578400,0.532000,0.521600,0.510400,-40.920050,-5.023933,0.301130,0.004897,-0.114805,0.143934,0.337168,-0.170525,-0.866529,-0.204694,0.748007,-0.862002,-1.427364,0.040032,0.043742,0.095489,0.024428,0.006469,0.030990,0.003795,0.042400,0.029600,0.030400,0.033600,0.173966,0.046412,0.170061,0.077261,0.173830,0.020167,0.115969,0.096090,0.405847,0.469759,0.232751,0.571896,0.416729,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.522818,0.093226,3.042240,0.537351,0.212725,1.109845,0.004068,0.544800,0.522400,0.513600,0.504800,-40.784299,-5.212993,0.050797,0.511134,0.104313,-0.116375,0.192364,-0.189807,-0.767605,0.066483,0.412867,-1.231461,-1.195546,0.022418,0.029144,0.105746,0.005449,0.010699,0.093092,0.004068,0.021600,0.012000,0.016000,0.020000,0.170766,0.034866,0.161198,0.239272,0.124867,0.016770,0.128544,0.038261,0.174252,0.142193,0.012269,0.117588,0.064431,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.507606,0.049514,2.874653,0.524881,0.205195,1.753352,0.005688,0.648800,0.474400,0.451200,0.433200,-41.559538,-4.456585,0.020427,-0.285230,0.339269,-0.028993,0.436719,-0.229208,-0.902406,-0.080733,0.477629,-0.361883,-1.628885,0.036429,0.025972,0.011823,0.015929,0.012870,0.237544,0.001626,0.051200,0.017600,0.020800,0.023600,0.182036,0.164989,0.032155,0.011402,0.049361,0.174397,0.116951,0.031412,0.067098,0.084935,0.071032,0.078724,0.028498,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.540032,0.043047,2.508105,0.541597,0.208080,1.898981,0.002071,0.638400,0.558400,0.523200,0.458400,-41.503148,-4.506985,0.052433,-0.204780,0.111639,0.495373,0.197005,-0.549999,-0.547324,-0.148073,0.244651,-0.442823,-1.263630,0.036429,0.024325,0.208924,0.022659,0.014879,0.275375,0.002071,0.080000,0.051200,0.041600,0.005600,0.242316,0.071993,0.459090,0.379953,0.016414,0.401693,0.412252,0.136753,0.467754,0.167284,0.292864,0.174639,0.019574,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.506805,0.087297,2.886396,0.525890,0.210709,1.667644,0.005240,0.573200,0.471200,0.451200,0.436000,-40.821141,-5.200204,0.360401,0.127994,-0.120883,0.257217,0.268873,-0.234666,-0.821737,-0.273888,0.631031,-0.817781,-1.427623,0.036429,0.013809,0.044740,0.015871,0.007219,0.148706,0.001357,0.044400,0.022400,0.027200,0.030400,0.239495,0.254695,0.131250,0.162716,0.136951,0.122793,0.005143,0.023351,0.102852,0.050733,0.114773,0.061745,0.173435,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.523619,0.048580,2.863412,0.534628,0.209595,0.847157,0.014753,0.563467,0.527200,0.519200,0.499200,-42.104807,-4.439644,0.178565,0.190374,-0.004352,0.105344,0.181374,-0.230806,-0.560465,-0.181126,0.383778,-0.616891,-1.361832,0.007740,0.026906,0.110196,0.004725,0.013139,0.272392,0.004798,0.024267,0.005067,0.005600,0.020267,0.189049,0.110946,0.056409,0.050680,0.030627,0.150400,0.116922,0.058234,0.009462,0.045033,0.046292,0.090624,0.098476,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.538431,0.051521,2.799233,0.535150,0.204548,1.653395,0.002995,0.613600,0.548800,0.525600,0.495200,-41.453748,-4.800629,0.138913,0.231261,-0.296925,0.389229,0.363006,-0.477265,-0.807042,0.296373,0.103166,-0.572942,-1.338782,0.075661,0.017162,0.112467,0.038375,0.003741,0.105614,0.002995,0.061600,0.040000,0.047200,0.066400,0.088107,0.045170,0.293862,0.358452,0.209265,0.033492,0.155915,0.169703,0.032903,0.214886,0.084787,0.112216,0.170434,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.521817,0.053844,2.571700,0.528562,0.223460,1.365860,0.006980,0.619600,0.500000,0.487600,0.479600,-41.182505,-5.025474,0.348031,0.362754,-0.274958,0.170454,0.323704,-0.273248,-0.721029,-0.186266,0.334852,-0.547104,-1.492893,0.011809,0.022594,0.065640,0.003223,0.007190,0.061815,0.002209,0.026000,0.006400,0.006800,0.005200,0.004606,0.086073,0.002415,0.053081,0.095255,0.084380,0.151505,0.094587,0.195148,0.058648,0.071332,0.110340,0.003990,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.538030,0.035382,2.438414,0.543551,0.188863,1.546451,0.002621,0.623200,0.552800,0.529600,0.480800,-41.709157,-4.532691,0.335827,-0.230555,-0.101438,0.469926,0.323756,-0.513603,-0.796012,0.240003,0.208686,-0.706898,-1.164224,0.045637,0.020550,0.226448,0.026573,0.019515,0.294426,0.002621,0.063200,0.032800,0.036800,0.066400,0.000260,0.013881,0.062603,0.081103,0.240044,0.244963,0.066493,0.059352,0.070754,0.148423,0.183703,0.197040,0.090116,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.552842,0.059785,2.459257,0.550414,0.184042,1.250183,0.003497,0.623200,0.583200,0.551200,0.520000,-41.359910,-4.849308,-0.252465,0.645037,-0.052234,0.039995,0.227272,-0.239511,-0.739603,0.061681,0.415201,-1.034024,-1.043785,0.055645,0.040728,0.024299,0.027146,0.028297,0.015235,0.003497,0.060000,0.061600,0.064800,0.054400,0.370814,0.046605,0.107131,0.120204,0.292269,0.089840,0.092796,0.007826,0.149556,0.063525,0.014089,0.041571,0.240148,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.552042,0.030716,2.445254,0.549731,0.210674,1.951489,0.001987,0.716000,0.594400,0.550400,0.378400,-41.897584,-4.457753,0.387062,-0.341795,0.231148,0.100970,0.291146,-0.147314,-0.830205,-0.269854,0.593628,-0.495113,-1.530690,0.028423,0.025631,0.216543,0.013221,0.039695,0.578482,0.001987,0.127200,0.044000,0.027200,0.072800,0.160787,0.185121,0.132296,0.232401,0.453084,0.122736,0.213567,0.219770,0.109067,0.042335,0.029659,0.092635,0.029254,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.539231,0.042514,2.731575,0.545453,0.204739,1.823611,0.002207,0.670400,0.578400,0.541600,0.416000,-41.911023,-4.488072,-0.219544,0.182796,0.282497,0.153358,0.088702,-0.000968,-0.921186,-0.287639,0.732816,-0.761301,-1.271035,0.056445,0.032254,0.240254,0.021377,0.028146,0.575396,0.002207,0.110400,0.050400,0.034400,0.020800,0.132303,0.039706,0.044187,0.046255,0.197687,0.014539,0.284034,0.355566,0.092159,0.185997,0.072448,0.157706,0.096471,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.559247,0.039881,2.241431,0.556414,0.199340,1.412772,0.002769,0.661600,0.596000,0.572800,0.466400,-41.791261,-4.394293,0.141890,0.031236,0.178178,0.207513,0.338126,-0.375376,-0.849942,-0.183471,0.367490,-0.713933,-1.276143,0.042034,0.029656,0.131875,0.021569,0.033144,0.337073,0.002769,0.085600,0.053600,0.054400,0.005600,0.038562,0.267823,0.016212,0.255679,0.162041,0.239018,0.048908,0.164421,0.134631,0.068305,0.115817,0.105561,0.020205,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.528022,0.039576,2.764804,0.525618,0.216443,2.153816,0.001705,0.707200,0.563200,0.485600,0.321600,-41.670575,-4.533126,-0.003155,-0.015286,0.110942,0.437930,0.056021,-0.399616,-0.616526,-0.025181,0.400269,-0.939560,-1.006327,0.041233,0.032635,0.133657,0.014478,0.039484,0.690992,0.001705,0.136000,0.035200,0.013600,0.091200,0.203380,0.260596,0.190732,0.260759,0.028311,0.196997,0.123496,0.159468,0.129217,0.015828,0.176767,0.028145,0.313922,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.558447,0.054199,2.776266,0.541950,0.206408,1.967938,0.002292,0.700000,0.580000,0.530400,0.371200,-41.956199,-4.326755,0.290402,-0.189923,-0.099667,0.427921,0.088354,-0.345788,-0.574073,0.094253,0.187641,-0.618135,-1.166010,0.039632,0.046771,0.286217,0.024652,0.042795,0.559137,0.002292,0.140000,0.063200,0.048800,0.056000,0.154579,0.071323,0.292993,0.177272,0.065857,0.058746,0.013601,0.100096,0.302477,0.155836,0.180297,0.202933,0.140027,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.557646,0.045296,2.397932,0.554542,0.205663,1.843417,0.002354,0.677600,0.560800,0.541600,0.448800,-41.681543,-4.549437,0.167331,0.135971,0.253916,0.166753,0.353445,-0.390085,-0.956814,-0.097594,0.320872,-0.870219,-1.299199,0.026021,0.031558,0.236641,0.015330,0.027146,0.615760,0.002354,0.109600,0.044000,0.042400,0.034400,0.175006,0.046706,0.003776,0.264921,0.072450,0.180394,0.075828,0.035454,0.014299,0.027037,0.048781,0.133175,0.014957,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.532026,0.051569,2.539689,0.541332,0.193313,1.898790,0.002392,0.652000,0.571200,0.518400,0.429600,-42.110577,-4.405423,0.113741,0.206534,-0.148360,0.144780,0.226701,-0.415697,-0.375638,0.014477,0.333769,-0.809618,-1.117065,0.054844,0.042016,0.001716,0.036638,0.033072,0.223931,0.002392,0.090400,0.067200,0.076800,0.044000,0.359757,0.131426,0.125985,0.128744,0.257615,0.164020,0.035576,0.251952,0.317472,0.160195,0.046848,0.053222,0.055865,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.541233,0.058980,2.956873,0.531616,0.219000,2.353390,0.003238,0.734400,0.496400,0.425600,0.362400,-41.596265,-4.724963,0.277132,0.032061,0.326853,0.141971,0.060707,0.069079,-1.134073,-0.168832,0.559211,-0.960302,-1.262781,0.037230,0.041137,0.138987,0.021447,0.013581,0.057995,0.001331,0.034400,0.030000,0.040000,0.042400,0.093833,0.042378,0.032241,0.033634,0.079949,0.122904,0.152381,0.166488,0.109513,0.117134,0.005959,0.097374,0.069828,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.586469,0.017737,2.012997,0.579404,0.214821,1.619173,0.002507,0.728800,0.640800,0.594400,0.441600,-42.206430,-4.246458,-0.273087,0.349151,-0.129405,0.428201,0.252059,-0.478757,-0.595306,-0.125098,0.436755,-0.716003,-1.016726,0.009207,0.013875,0.629833,0.009808,0.042216,0.538588,0.002507,0.088800,0.085600,0.056800,0.083200,0.391638,0.230839,0.171469,0.215978,0.092072,0.164956,0.226106,0.040987,0.102740,0.160101,0.086692,0.052281,0.125021,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.568054,0.101751,3.199064,0.572562,0.157003,0.599560,0.033911,0.604914,0.570057,0.548114,0.528914,-43.070882,-3.786133,0.051061,0.149001,-0.032035,0.139529,0.269865,-0.295207,-0.502471,-0.286295,0.460538,-0.513591,-1.256945,0.032426,0.021165,0.025548,0.024688,0.008577,0.327944,0.004541,0.012229,0.026971,0.040914,0.055086,0.128373,0.115735,0.085486,0.061500,0.053513,0.066961,0.054841,0.085784,0.118946,0.097211,0.101232,0.099485,0.070748,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.551241,0.126467,2.850829,0.584605,0.174991,0.894471,0.014116,0.629333,0.587200,0.566667,0.518933,-42.925137,-3.843259,0.187909,-0.104156,0.076723,0.287347,-0.023336,-0.136146,-0.583185,-0.070203,0.303879,-0.547117,-1.312660,0.033760,0.026727,0.196515,0.009803,0.030895,0.175888,0.002361,0.052267,0.041067,0.037600,0.017600,0.169927,0.116946,0.110437,0.166372,0.130275,0.147820,0.047885,0.135699,0.014278,0.102025,0.131761,0.116923,0.091581,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.655324,0.099228,3.148727,0.595019,0.233527,1.969016,0.003212,0.783200,0.735200,0.548000,0.379200,-40.715897,-5.236022,0.220583,-0.052380,-0.024136,0.312436,0.219324,0.019020,-1.329627,0.201814,0.562356,-0.879422,-1.139536,0.025220,0.024862,0.017974,0.006946,0.010602,0.378300,0.003212,0.036000,0.029600,0.141600,0.008000,0.132964,0.165547,0.215584,0.053658,0.308717,0.024744,0.324402,0.194305,0.023806,0.207954,0.013305,0.142191,0.106034,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.631305,0.125768,3.132650,0.604201,0.177553,1.462290,0.010511,0.738400,0.654933,0.598667,0.459467,-42.274882,-4.207175,-0.079564,0.118615,-0.092490,0.371092,0.148484,-0.269282,-0.595007,-0.231620,0.517316,-0.530301,-1.238999,0.043635,0.035603,0.044362,0.038848,0.023888,0.381560,0.001255,0.040800,0.032000,0.063200,0.094133,0.183126,0.147014,0.085359,0.092453,0.049692,0.018016,0.064345,0.057851,0.021909,0.094486,0.080041,0.047299,0.073178,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.582866,0.095365,2.239620,0.584925,0.166592,1.292208,0.006559,0.654000,0.594800,0.570800,0.525600,-43.516058,-3.381839,0.134011,-0.189944,0.185361,-0.040104,0.143240,-0.006076,-0.583161,-0.290745,0.659115,-0.651052,-1.235712,0.025620,0.015136,0.440389,0.007779,0.025515,0.059727,0.001327,0.002000,0.023600,0.032400,0.000000,0.080278,0.086749,0.000881,0.043565,0.062218,0.098421,0.258010,0.145526,0.071348,0.044488,0.028717,0.032545,0.037975,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.540432,0.135258,3.127372,0.549232,0.178150,0.997913,0.019228,0.646400,0.540600,0.503000,0.471600,-42.569582,-4.187809,0.098050,0.378755,-0.054853,0.006745,0.116485,-0.029989,-0.704786,-0.046349,0.372849,-0.747131,-1.241958,0.036429,0.053758,0.124668,0.028354,0.027832,0.730706,0.003073,0.076000,0.030200,0.054200,0.077200,0.375284,0.315601,0.160541,0.143583,0.179652,0.105866,0.121050,0.120383,0.171695,0.176498,0.153765,0.132393,0.052281,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.555111,0.097842,3.090227,0.563825,0.185773,0.910250,0.013534,0.604000,0.568000,0.550667,0.527200,-42.049801,-4.497449,0.149105,0.071493,-0.128903,0.175233,0.357238,-0.197406,-0.834604,-0.038677,0.490153,-0.509912,-1.267700,0.022685,0.029110,0.074905,0.019460,0.021711,0.333066,0.001784,0.049333,0.028800,0.024267,0.016267,0.554776,0.394160,0.106013,0.140662,0.208323,0.197598,0.182887,0.147813,0.137886,0.125467,0.079489,0.217042,0.154582,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.657726,0.044850,3.119965,0.602517,0.203028,1.179629,0.010454,0.720600,0.653000,0.614000,0.540400,-43.322985,-3.522472,-0.030786,-0.048003,0.073917,0.187752,0.273638,-0.245870,-0.730209,-0.019073,0.339782,-0.461317,-1.192013,0.033427,0.017498,0.103678,0.021391,0.012827,0.359793,0.000911,0.045800,0.031000,0.054000,0.112800,0.087515,0.101879,0.033116,0.120417,0.141612,0.070171,0.070996,0.095058,0.129996,0.114547,0.126775,0.066969,0.093823,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.549907,0.105518,3.083564,0.554615,0.189130,1.050391,0.016268,0.613867,0.556800,0.511733,0.473333,-42.431370,-3.994760,0.018759,0.175153,-0.012781,0.219706,0.172736,-0.324418,-0.605677,-0.067933,0.346386,-0.782799,-1.334559,0.028423,0.064098,0.223737,0.015891,0.027293,0.704770,0.004376,0.052800,0.019200,0.056267,0.086667,0.202912,0.100872,0.194746,0.113102,0.137333,0.305140,0.372312,0.183232,0.077315,0.094378,0.134019,0.094824,0.108895,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.552042,0.073548,1.819427,0.555809,0.189352,1.484833,0.002664,0.612000,0.565600,0.542400,0.508800,-41.928585,-4.422660,0.208636,-0.060920,-0.014602,0.179585,0.405662,-0.446443,-0.709501,0.100427,0.301291,-0.637763,-1.341700,0.018014,0.064443,0.608431,0.003212,0.032153,0.433086,0.002664,0.031200,0.031200,0.044800,0.033600,0.064354,0.281051,0.198386,0.004343,0.237681,0.092851,0.133140,0.306162,0.226075,0.246059,0.168528,0.065486,0.193412,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.598279,0.044654,2.852362,0.567708,0.209855,2.051437,0.004732,0.772800,0.634400,0.509200,0.398800,-42.899201,-3.776395,-0.267994,0.161821,0.085179,0.185468,0.096562,-0.168101,-0.593833,-0.077557,0.287583,-0.312711,-1.384057,0.022218,0.043681,0.054032,0.011768,0.050888,0.683609,0.002459,0.067200,0.053600,0.033200,0.114800,0.249732,0.265287,0.149214,0.152405,0.215145,0.196860,0.325603,0.112054,0.119907,0.112536,0.018251,0.162612,0.050753,C:/Users/XPS/Desktop/Clean This/Training Data/usv
0.555073,0.137062,3.128235,0.566395,0.171357,0.558445,0.025118,0.601029,0.571200,0.519086,0.509714,-42.678926,-3.953710,0.098739,0.032476,-0.017877,0.324637,0.099252,-0.247710,-0.611202,-0.119800,0.355215,-0.621813,-1.184262,0.036029,0.032472,0.104599,0.027035,0.018803,0.164859,0.004015,0.028000,0.013257,0.055543,0.061257,0.330563,0.261038,0.086640,0.115512,0.071129,0.086394,0.129076,0.140230,0.074509,0.084646,0.116953,0.120867,0.113116,C:/Users/XPS/Desktop/Clean This/Training Data/usv
